"InternalReference","Description","ItemCategory","ItemCategory2","Department","Weight","Dimension","Length","Thickness","UsedFor","Finishing","SAD_UOM","conversion_rate","PURCHASE_UOM","Warehouse_QTY","Available_QTY","Warehouse_QTY_SG","Available_QTY_SG","PQ_QTY","PO_QTY","MinQty","reOrderQty","drawing_Ref_T1","drawing_Ref_T2","drawing_Ref_FRP","PackingReference","our_final_price","market_final_price"
"2BCL5-m-14-MS-NE","[Type 2] MS Tank Panel Ø14 BC(L)(NE) - 5.0mm(thk) x 1M x 1M","FABRICATION","PANEL","PANEL-STEEL","44.5","[Type 2] 1M x 1M","0","5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2TR-22-002","N/A","BUNDLE","175.6158","184.8"
"2BCL5-m-18-MS-NE","[Type 2] MS Tank Panel Ø18 BC(L)(NE) - 5.0mm(thk) x 1M x 1M","FABRICATION","PANEL","PANEL-STEEL","44.5","[Type 2] 1M x 1M","0","5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2ST-22-002","N/A","BUNDLE","175.6158","184.8"
"2BCR5-m-14-MS-NE","[Type 2] MS Tank Panel Ø14 BC(R)(NE) - 5.0mm(thk) x 1M x 1M","FABRICATION","PANEL","PANEL-STEEL","44.5","[Type 2] 1M x 1M","0","5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2TR-22-001","N/A","BUNDLE","175.6158","184.8"
"2BCR5-m-18-MS-NE","[Type 2] MS Tank Panel Ø18 BC(R)(NE) - 5.0mm(thk) x 1M x 1M","FABRICATION","PANEL","PANEL-STEEL","44.5","[Type 2] 1M x 1M","0","5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2ST-22-001","N/A","BUNDLE","175.6158","184.8"
"2TBA6-i-18-MS-1H","[Type 2] MS Tank Panel Ø18 TBA - 6.0mm(thk) x 4' x 4'- 1H","FABRICATION","PANEL","PANEL-STEEL","79","[Type 2] 4ft x 4ft","0","6","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-003","N/A","BUNDLE","259.98","269.7915"
"2TBA6-i-18-MS-2H","[Type 2] MS Tank Panel Ø18 TBA - 6.0mm(thk) x 4' x 4'- 2H","FABRICATION","PANEL","PANEL-STEEL","79","[Type 2] 4ft x 4ft","0","6","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-003","N/A","BUNDLE","259.98","269.7915"
"2TBA6-i-18-MS-3H","[Type 2] MS Tank Panel Ø18 TBA - 6.0mm(thk) x 4' x 4'- 3H","FABRICATION","PANEL","PANEL-STEEL","79","[Type 2] 4ft x 4ft","0","6","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-003","N/A","BUNDLE","259.98","269.7915"
"2TBA6-i-18-MS-4H","[Type 2] MS Tank Panel Ø18 TBA - 6.0mm(thk) x 4' x 4'- 4H","FABRICATION","PANEL","PANEL-STEEL","79","[Type 2] 4ft x 4ft","0","6","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-004","N/A","BUNDLE","259.98","269.7915"
"2TBA6-i-HDG","[Type 2] HDG Tank Panel TBA - 6.0mm(thk) x 4' x 4'","FABRICATION","PANEL","GALVANIZING","80.74","[Type 2] 4ft x 4ft","0","6","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-004","N/A","BUNDLE","357.48","367.2915"
"2TBAB6-i-18-MS-1H","[Type 2] MS Tank Panel Ø18 TBAB - 6.0mm(thk) x 4' x 4'- 1H","FABRICATION","PANEL","PANEL-STEEL","79","[Type 2] 4ft x 4ft","0","6","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","259.98","269.7915"
"2TBAB6-i-18-MS-2H","[Type 2] MS Tank Panel Ø18 TBAB - 6.0mm(thk) x 4' x 4'- 2H","FABRICATION","PANEL","PANEL-STEEL","79","[Type 2] 4ft x 4ft","0","6","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-005","N/A","BUNDLE","259.98","269.7915"
"2TBAB6-i-18-MS-3H","[Type 2] MS Tank Panel Ø18 TBAB - 6.0mm(thk) x 4' x 4'- 3H","FABRICATION","PANEL","PANEL-STEEL","79","[Type 2] 4ft x 4ft","0","6","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","259.98","269.7915"
"2TBAB6-i-18-MS-4H","[Type 2] MS Tank Panel Ø18 TBAB - 6.0mm(thk) x 4' x 4'- 4H","FABRICATION","PANEL","PANEL-STEEL","79","[Type 2] 4ft x 4ft","0","6","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","259.98","269.7915"
"2TBAB6-i-HDG","[Type 2] HDG Tank Panel TBAB - 6.0mm(thk) x 4' x 4'","FABRICATION","PANEL","GALVANIZING","80.74","[Type 2] 4ft x 4ft","0","6","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2TR-22-003","N/A","BUNDLE","357.48","367.2915"
"OP12ft-HDG-HDPE","[Type 1] HDG OP Stay 140 - 1/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","12.73",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_47","N/A","N/A","LOOSE","76.5293","79.961"
"OP16ft-HDG-HDPE","[Type 1] HDG OP Stay 188 - 1/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","17.09",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_47","N/A","N/A","LOOSE","82.4043","85.836"
"OP4ft-HDG-HDPE","[Type 1] HDG OP Stay 44 - 1/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","4.01",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_47","N/A","N/A","LOOSE","17.3559","18.0422"
"OP8ft-HDG-HDPE","[Type 1] HDG OP Stay 92 - 1/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","8.37",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_47","N/A","N/A","LOOSE","41.4522","43.168"
"POP12ft-HDG-HDPE","[Type 1] HDG Partition OP Stay 140 - 1/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","12.68",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_49","N/A","N/A","LOOSE","76.5293","79.961"
"POP16ft-HDG-HDPE","[Type 1] HDG Partition OP Stay 188 - 1/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","17.05",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_49","N/A","N/A","LOOSE","83.7793","87.211"
"POP4ft-HDG-HDPE","[Type 1] HDG Partition OP Stay 44 - 1/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","3.97",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_49","N/A","N/A","LOOSE","17.6059","18.2922"
"POP4ftW-HDG-HDPE","[Type 1] HDG Partition OP Stay 44 - 1/8"" W + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","4.01",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_50","N/A","N/A","LOOSE","17.6059","18.2922"
"POP4ftW-MS-HDPE","[Type 1] MS Partition OP Stay 44 - 1/8"" + HDPE","FABRICATION","ACCESSORIES","ACCESSORIES","3.92",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_50","N/A","N/A","LOOSE","11.9809","12.6672"
"POP8ft-HDG-HDPE","[Type 1] HDG Partition OP Stay 92 - 1/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","8.33",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_49","N/A","N/A","LOOSE","41.8272","43.543"
"POP8ftW-HDG-HDPE","[Type 1] HDG Partition OP Stay 92 - 1/8"" W + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","8.66",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_50","N/A","N/A","LOOSE","41.8272","43.543"
"POP8ftW-MS-HDPE","[Type 1] MS Partition OP Stay 92 - 1/8"" W + HDPE","FABRICATION","ACCESSORIES","ACCESSORIES","8.47",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_50","N/A","N/A","LOOSE","29.9522","31.668"
"S12ft-HDG-HDPE","[Type 1] HDG Stay 16'- 11 - 3/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","18.48",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_43","N/A","N/A","LOOSE","82.5293","85.961"
"S16ft-HDG-HDPE","[Type 1] HDG Stay 22'7 - 3/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","24.66",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_43","N/A","N/A","LOOSE","98.765","102.7114"
"S4ft-HDG-HDPE","[Type 1] HDG Stay 67 - ½"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","6.13",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_43","N/A","N/A","LOOSE","27.0184","28.1509"
"S4ftW-HDG-HDPE","[Type 1] HDG Stay 67 - ½"" W + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","6.42",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_44","N/A","N/A","LOOSE","27.3934","28.5259"
"S4ftW-MS-HDPE","[Type 1] MS Stay 67 - ½"" W + HDPE","FABRICATION","ACCESSORIES","ACCESSORIES","6.28",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_44","N/A","N/A","LOOSE","19.7684","20.9009"
"S8ft-HDG-HDPE","[Type 1] HDG Stay 11'3 - ½"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","12.3",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_43","N/A","N/A","LOOSE","74.4043","77.836"
"S8ftW-HDG-HDPE","[Type 1] HDG Stay 11'3 - ½"" W + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","12.59",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_44","N/A","N/A","LOOSE","74.9043","78.336"
"S8ftW-MS-HDPE","[Type 1] MS Stay 11'3 - ½"" W + HDPE","FABRICATION","ACCESSORIES","ACCESSORIES","12.32",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_44","N/A","N/A","LOOSE","59.9043","63.336"
"SP12ft-HDG-HDPE","[Type 1] HDG Partition Stay 16'- 11 - 3/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","18.45",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_45","N/A","N/A","LOOSE","82.7793","86.211"
"SP16ft-HDG-HDPE","[Type 1] HDG Partition Stay 22'7 - 3/8"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","24.62",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_45","N/A","N/A","LOOSE","96.64","100.5864"
"SP4ft-HDG-HDPE","[Type 1] HDG Partition Stay 67 - ½"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","6.13",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_45","N/A","N/A","LOOSE","26.7684","27.9009"
"SP4ftW-HDG-HDPE","[Type 1] HDG Partition Stay 67 - ½"" W + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","6.42",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_46","N/A","N/A","LOOSE","27.3934","28.5259"
"SP4ftW-MS-HDPE","[Type 1] MS Partition Stay 67 - ½"" W + HDPE","FABRICATION","ACCESSORIES","ACCESSORIES","6.28",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_46","N/A","N/A","LOOSE","19.7684","20.9009"
"SP8ft-HDG-HDPE","[Type 1] HDG Partition Stay 11'3 - ½"" + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","12.3",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_45","N/A","N/A","LOOSE","74.2793","77.711"
"SP8ftW-HDG-HDPE","[Type 1] HDG Partition Stay 11'3 - ½"" W + HDPE","FABRICATION","ACCESSORIES","GALVANIZING","12.59",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_46","N/A","N/A","LOOSE","74.9043","78.336"
"SP8ftW-MS-HDPE","[Type 1] MS Partition Stay 11'3 - ½"" W + HDPE","FABRICATION","ACCESSORIES","ACCESSORIES","12.32",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_46","N/A","N/A","LOOSE","59.9043","63.336"
"TR-12M-HDPE","End Stud M 12 x 5798L (SS304) + HDPE - For 12M width tank","FABRICATION","ACCESSORIES","ACCESSORIES","25.39524",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","0.0111","66.639"
"TR-40ft-HDPE","End Stud M 12 x 5798L (SS304) + HDPE - For 40ft width tank","FABRICATION","ACCESSORIES","ACCESSORIES","25.39524",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","LOOSE","0.0111","66.639"
"CleatA-14-HDG","HDG Cleat A - (All Ø14)","FABRICATION","ACCESSORIES","GALVANIZING","1.09",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","4.8873","5.071"
"CleatA-14-MS","MS Cleat A - (All Ø14)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","3.5123","3.696"
"CleatA-14-SS304","SS304 Cleat A - (All Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","4.5","4.5"
"CleatA-14-SS316","SS316 Cleat A - (All Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","12.26","13.46"
"CleatA-18-14-MS","MS Cleat A - (Ø18 & Ø14)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","3.5123","3.696"
"CleatA-18-14-SS304","SS304 Cleat A - (Ø18 & Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","4.5","4.5"
"CleatA-18-14-SS316","SS316 Cleat A - (Ø18 & Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","12.26","13.46"
"CleatA-18-HDG","HDG Cleat A - (All Ø18)","FABRICATION","ACCESSORIES","GALVANIZING","1.09",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","4.8873","5.071"
"CleatA-18-MS","MS Cleat A - (All Ø18)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","3.5123","3.696"
"CleatA-18-SS304","SS304 Cleat A - (All Ø18) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","4.5","4.5"
"CleatA-18-SS316","SS316 Cleat A - (All Ø18) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","12.26","13.46"
"CleatAL-14-HDG","HDG Cleat AL - (All Ø14)","FABRICATION","ACCESSORIES","GALVANIZING","1.09",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T1-SE-ACCD-2000-001_Sheet_1","N/A","BOX","4.8873","5.071"
"CleatAL-14-MS","MS Cleat AL - (All Ø14)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","N/A","N/A","BOX","3.5123","3.696"
"CleatAL-14-SS304","SS304 Cleat AL - (All Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","N/A","N/A","BOX","4.5","4.5"
"CleatAL-14-SS316","SS316 Cleat AL - (All Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","N/A","N/A","BOX","12.26","13.46"
"CleatAL-18-14-MS","MS Cleat AL - (Ø18 & Ø14)","FABRICATION","ACCESSORIES","ACCESSORIES","1.06",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","N/A","N/A","BOX","3.5123","3.696"
"CleatAL-18-14-SS304","SS304 Cleat AL - (Ø18 & Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","N/A","N/A","BOX","4.5","4.5"
"CleatAL-18-14-SS316","SS316 Cleat AL - (Ø18 & Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","N/A","N/A","BOX","12.26","13.46"
"CleatAL-18-HDG","HDG Cleat AL - (All Ø18)","FABRICATION","ACCESSORIES","GALVANIZING","1.06",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T2-SE-ACCD-2020-001_Sheet_1","N/A","BOX","4.8873","5.071"
"CleatAL-18-MS","MS Cleat AL - (All Ø18)","FABRICATION","ACCESSORIES","ACCESSORIES","1.04",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","T2-SE-ACCD-2020-001_Sheet_1","N/A","BOX","3.5123","3.696"
"CleatAL-18-SS304","SS304 Cleat AL - (All Ø18) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","N/A","N/A","BOX","4.5","4.5"
"CleatAL-18-SS316","SS316 Cleat AL - (All Ø18) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.07",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_1","N/A","N/A","BOX","12.26","13.46"
"CleatAN-14-HDG","HDG Cleat AN - (All Ø14)","FABRICATION","ACCESSORIES","GALVANIZING","1.2",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T1-SE-ACCD-2000-001_Sheet_3","N/A","BOX","4.8873","5.071"
"CleatAN-14-MS","MS Cleat AN - (All Ø14)","FABRICATION","ACCESSORIES","ACCESSORIES","1.18",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T1-SE-ACCD-2000-001_Sheet_3","N/A","BOX","3.5123","3.696"
"CleatAN-14-SS304","SS304 Cleat AN - (All Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.18",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T1-SE-ACCD-2000-001_Sheet_3","N/A","BOX","4.5","4.5"
"CleatAN-14-SS316","SS316 Cleat AN - (All Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.18",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T1-SE-ACCD-2000-001_Sheet_3","N/A","BOX","12.26","13.46"
"CleatAN-18-14-HDG","HDG Cleat AN - (Ø18 & Ø14)","FABRICATION","ACCESSORIES","GALVANIZING","1.2",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T1-SE-ACCD-2000-001_Sheet_3","N/A","BOX","4.8873","5.071"
"CleatAN-18-14-MS","MS Cleat AN - (Ø18 & Ø14)","FABRICATION","ACCESSORIES","ACCESSORIES","1.18",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T1-SE-ACCD-2000-001_Sheet_3","N/A","BOX","3.5123","3.696"
"CleatAN-18-14-SS304","SS304 Cleat AN - (Ø18 & Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.18",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T1-SE-ACCD-2000-001_Sheet_3","N/A","BOX","4.5","4.5"
"CleatAN-18-14-SS316","SS316 Cleat AN - (Ø18 & Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.18",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T1-SE-ACCD-2000-001_Sheet_3","N/A","BOX","12.26","13.46"
"CleatAN-18-HDG","HDG Cleat AN - (All Ø18)","FABRICATION","ACCESSORIES","GALVANIZING","1.2",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T2-SE-ACCD-2020-001_Sheet_3","N/A","BOX","4.8873","5.071"
"CleatAN-18-MS","MS Cleat AN - (All Ø18)","FABRICATION","ACCESSORIES","ACCESSORIES","1.18",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T2-SE-ACCD-2020-001_Sheet_3","N/A","BOX","3.5123","3.696"
"CleatAN-18-SS304","SS304 Cleat AN - (All Ø18) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.18",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T1-SE-ACCD-2000-001_Sheet_3","N/A","BOX","4.5","4.5"
"CleatAN-18-SS316","SS316 Cleat AN - (All Ø18) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.18",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_3","T1-SE-ACCD-2000-001_Sheet_3","N/A","BOX","12.26","13.46"
"CleatANY-14-HDG","HDG Cleat ANY - (All Ø14)","FABRICATION","ACCESSORIES","GALVANIZING","1.25",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_4","T1-SE-ACCD-2000-001_Sheet_4","N/A","BOX","4.8873","5.071"
"CleatANY-14-MS","MS Cleat ANY - (All Ø14)","FABRICATION","ACCESSORIES","ACCESSORIES","1.2",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_4","T1-SE-ACCD-2000-001_Sheet_4","N/A","BOX","3.5123","3.696"
"CleatANY-14-SS304","SS304 Cleat ANY - (All Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.2",,"0",,,"SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_4","T1-SE-ACCD-2000-001_Sheet_4","N/A","BOX","4.5","4.5"
"CleatANY-14-SS316","SS316 Cleat ANY - (All Ø14) - 2.5mm(thk)","FABRICATION","ACCESSORIES","ACCESSORIES","1.2",,"0",,,"SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_4","T1-SE-ACCD-2000-001_Sheet_4","N/A","BOX","12.26","13.46"
"CleatANY-18-14-HDG","HDG Cleat ANY - (Ø18 & Ø14)","FABRICATION","ACCESSORIES","GALVANIZING","1.25",,"0",,,"HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_4","T1-SE-ACCD-2000-001_Sheet_4","N/A","BOX","4.8873","5.071"
"CleatANY-18-14-MS","MS Cleat ANY - (Ø18 & Ø14)","FABRICATION","ACCESSORIES","ACCESSORIES","1.2",,"0",,,"MS","PCS","1","PCS","0","0","0","0","0","0","0","0","T1-SE-ACCD-2000-001_Sheet_4","T1-SE-ACCD-2000-001_Sheet_4","N/A","BOX","3.5123","3.696"
