"InternalReference","Description","ItemCategory","ItemCategory2","Department","Weight","Dimension","Length","Thickness","UsedFor","Finishing","SAD_UOM","conversion_rate","PURCHASE_UOM","Warehouse_QTY","Available_QTY","Warehouse_QTY_SG","Available_QTY_SG","PQ_QTY","PO_QTY","MinQty","reOrderQty","drawing_Ref_T1","drawing_Ref_T2","drawing_Ref_FRP","PackingReference","our_final_price","market_final_price"
"2BCLs3-m-18-S1-NE","[Type 2] SS304 Tank Panel Ø18 3.0mm(thk) x 1M x 0.5M [BCL] - NE","FABRICATION","PANEL","PANEL-STEEL","13.35","[Type 2] 1M x 0.5M","0","3","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","224.826","342"
"2BCLs3-m-18-S2","[Type 2] SS316 Tank Panel Ø18 3.0mm(thk) x 1M x 0.5M [BCL]","FABRICATION","PANEL","PANEL-STEEL","13.35","[Type 2] 1M x 0.5M","0","3","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","439.2","278.1"
"2BCLs4-i-14-S1","[Type 2] SS304 Tank Panel Ø14 4.0mm(thk) x 4' x 2'[BCL]","FABRICATION","PANEL","PANEL-STEEL","28","[Type 2] 4ft x 2ft","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","622.734","622.734"
"2BCLs4-i-14-S1-NE","[Type 2] SS304 Tank Panel Ø14 4.0mm(thk) x 4' x 2'[BCL] - NE","FABRICATION","PANEL","PANEL-STEEL","28","[Type 2] 4ft x 2ft","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","622.734","622.734"
"2BCLs4-i-14-S2","[Type 2] SS316 Tank Panel Ø14 4.0mm(thk) x 4' x 2'[BCL]","FABRICATION","PANEL","PANEL-STEEL","44.202","[Type 2] 4ft x 2ft","0","4","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","615.39","615.39"
"2BCLs4-i-18-S1","[Type 2] SS304 Tank Panel Ø18 4.0mm(thk) x 4' x 2'[BCL]","FABRICATION","PANEL","PANEL-STEEL","28","[Type 2] 4ft x 2ft","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","622.734","622.734"
"2BCLs4-i-18-S1-NE","[Type 2] SS304 Tank Panel Ø18 4.0mm(thk) x 4' x 2'[BCL] - NE","FABRICATION","PANEL","PANEL-STEEL","28","[Type 2] 4ft x 2ft","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","622.734","622.734"
"2BCLs4-i-18-S2","[Type 2] SS316 Tank Panel Ø18 4.0mm(thk) x 4' x 2'[BCL]","FABRICATION","PANEL","PANEL-STEEL","44.202","[Type 2] 4ft x 2ft","0","4","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","615.39","615.39"
"2BCLs4-m-14-S1","[Type 2] SS304 Tank Panel Ø14 4.0mm(thk) x 1M x 0.5M [BCL]","FABRICATION","PANEL","PANEL-STEEL","17.8","[Type 2] 1M x 0.5M","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-002","N/A","BUNDLE","319.575","319.575"
"2BCLs4-m-14-S1-NE","[Type 2] SS304 Tank Panel Ø14 4.0mm(thk) x 1M x 0.5M [BCL] - NE","FABRICATION","PANEL","PANEL-STEEL","17.8","[Type 2] 1M x 0.5M","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-002","N/A","BUNDLE","319.575","319.575"
"2BCLs4-m-14-S2","[Type 2] SS316 Tank Panel Ø14 4.0mm(thk) x 1M x 0.5M [BCL]","FABRICATION","PANEL","PANEL-STEEL","28.458","[Type 2] 1M x 0.5M","0","4","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-002","N/A","BUNDLE","604.5","604.5"
"2BCLs4-m-18-S1","[Type 2] SS304 Tank Panel Ø18 4.0mm(thk) x 1M x 0.5M [BCL]","FABRICATION","PANEL","PANEL-STEEL","17.8","[Type 2] 1M x 0.5M","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","319.575","319.575"
"2BCLs4-m-18-S1-NE","[Type 2] SS304 Tank Panel Ø18 4.0mm(thk) x 1M x 0.5M [BCL] - NE","FABRICATION","PANEL","PANEL-STEEL","17.8","[Type 2] 1M x 0.5M","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","319.575","319.575"
"2BCLs4-m-18-S2","[Type 2] SS316 Tank Panel Ø18 4.0mm(thk) x 1M x 0.5M [BCL]","FABRICATION","PANEL","PANEL-STEEL","28.458","[Type 2] 1M x 0.5M","0","4","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","604.5","604.5"
"2BCR25-i-14-S1","[Type 2] SS304 Tank Panel Ø14 2.5mm(thk) x 4' x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","41.4405","[Type 2] 4ft x 4ft","0","2.5","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","497.1431","838.02"
"2BCR25-i-14-S1-NE","[Type 2] SS304 Tank Panel Ø14 2.5mm(thk) x 4' x 4'[BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","41.4405","[Type 2] 4ft x 4ft","0","2.5","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","497.1431","838.02"
"2BCR25-i-14-S2","[Type 2] SS316 Tank Panel Ø14 2.5mm(thk) x 4'x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","41.7015","[Type 2] 4ft x 4ft","0","2.5","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","1045","1045"
"2BCR25-i-18-S1","[Type 2] SS304 Tank Panel Ø18 2.5mm(thk) x 4' x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","41.4405","[Type 2] 4ft x 4ft","0","2.5","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","497.1431","838.02"
"2BCR25-i-18-S1-NE","[Type 2] SS304 Tank Panel Ø18 2.5mm(thk) x 4' x 4'[BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","41.4405","[Type 2] 4ft x 4ft","0","2.5","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","497.1431","838.02"
"2BCR25-i-18-S2","[Type 2] SS316 Tank Panel Ø18 2.5mm(thk) x 4'x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","41.7015","[Type 2] 4ft x 4ft","0","2.5","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","1045","1045"
"2BCR25-m-14-S1","[Type 2] SS304 Tank Panel Ø14 2.5mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","26.6805","[Type 2] 1M x 1M","0","2.5","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-001","N/A","BUNDLE","313.5721","438.94"
"2BCR25-m-14-S1-NE","[Type 2] SS304 Tank Panel Ø14 2.5mm(thk) x 1M x 1M [BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","26.6805","[Type 2] 1M x 1M","0","2.5","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-001","N/A","BUNDLE","313.5721","438.94"
"2BCR25-m-14-S2","[Type 2] SS316 Tank Panel Ø14 2.5mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","22.5","[Type 2] 1M x 1M","0","2.5","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-001","N/A","BUNDLE","613","673"
"2BCR25-m-18-S1","[Type 2] SS304 Tank Panel Ø18 2.5mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","26.6805","[Type 2] 1M x 1M","0","2.5","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","313.5721","438.94"
"2BCR25-m-18-S1-NE","[Type 2] SS304 Tank Panel Ø18 2.5mm(thk) x 1M x 1M [BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","26.6805","[Type 2] 1M x 1M","0","2.5","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","313.5721","438.94"
"2BCR25-m-18-S2","[Type 2] SS316 Tank Panel Ø18 2.5mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","22.5","[Type 2] 1M x 1M","0","2.5","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","613","673"
"2BCR2-i-14-S1","[Type 2] SS304 Tank Panel Ø14 2.0mm(thk) x 4' x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","33.1515","[Type 2] 4ft x 4ft","0","2","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","423.8815","670.395"
"2BCR2-i-14-S1-NE","[Type 2] SS304 Tank Panel Ø14 2.0mm(thk) x 4' x 4'[BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","33.1515","[Type 2] 4ft x 4ft","0","2","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","423.8815","670.395"
"2BCR2-i-14-S2","[Type 2] SS316 Tank Panel Ø14 2.0mm(thk) x 4'x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","33.363","[Type 2] 4ft x 4ft","0","2","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","836","836"
"2BCR2-i-18-S1","[Type 2] SS304 Tank Panel Ø18 2.0mm(thk) x 4' x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","33.1515","[Type 2] 4ft x 4ft","0","2","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","423.8815","670.395"
"2BCR2-i-18-S1-NE","[Type 2] SS304 Tank Panel Ø18 2.0mm(thk) x 4' x 4'[BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","33.1515","[Type 2] 4ft x 4ft","0","2","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","423.8815","670.395"
"2BCR2-i-18-S2","[Type 2] SS316 Tank Panel Ø18 2.0mm(thk) x 4'x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","33.363","[Type 2] 4ft x 4ft","0","2","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","836","836"
"2BCR2-m-14-S1","[Type 2] SS304 Tank Panel Ø14 2.0mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","21.3435","[Type 2] 1M x 1M","0","2","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-001","N/A","BUNDLE","255.5833","351.12"
"2BCR2-m-14-S1-NE","[Type 2] SS304 Tank Panel Ø14 2.0mm(thk) x 1M x 1M [BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","21.3435","[Type 2] 1M x 1M","0","2","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-001","N/A","BUNDLE","255.5833","351.12"
"2BCR2-m-14-S2","[Type 2] SS316 Tank Panel Ø14 2.0mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","21.3435","[Type 2] 1M x 1M","0","2","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-001","N/A","BUNDLE","496.9","496.9"
"2BCR2-m-18-S1","[Type 2] SS304 Tank Panel Ø18 2.0mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","21.3435","[Type 2] 1M x 1M","0","2","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","255.5833","351.12"
"2BCR2-m-18-S1-NE","[Type 2] SS304 Tank Panel Ø18 2.0mm(thk) x 1M x 1M [BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","21.3435","[Type 2] 1M x 1M","0","2","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","255.5833","351.12"
"2BCR2-m-18-S2","[Type 2] SS316 Tank Panel Ø18 2.0mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","21.3435","[Type 2] 1M x 1M","0","2","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","496.9","496.9"
"2BCR3-i-14-S1","[Type 2] SS304 Tank Panel Ø14 3.0mm(thk) x 4' x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","39.3","[Type 2] 4ft x 4ft","0","3","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","584","514"
"2BCR3-i-14-S1-NE","[Type 2] SS304 Tank Panel Ø14 3.0mm(thk) x 4' x 4'[BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","39.3","[Type 2] 4ft x 4ft","0","3","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","584","514"
"2BCR3-i-14-S2","[Type 2] SS316 Tank Panel Ø14 3.0mm(thk) x 4' x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","39.3","[Type 2] 4ft x 4ft","0","3","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","749","749"
"2BCR3-i-18-S1","[Type 2] SS304 Tank Panel Ø18 3.0mm(thk) x 4' x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","39.3","[Type 2] 4ft x 4ft","0","3","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","584","514"
"2BCR3-i-18-S1-NE","[Type 2] SS304 Tank Panel Ø18 3.0mm(thk) x 4' x 4'[BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","39.3","[Type 2] 4ft x 4ft","0","3","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","584","514"
"2BCR3-i-18-S2","[Type 2] SS316 Tank Panel Ø18 3.0mm(thk) x 4' x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","39.3","[Type 2] 4ft x 4ft","0","3","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","749","749"
"2BCR3-m-14-S1","[Type 2] SS304 Tank Panel Ø14 3.0mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","26.7","[Type 2] 1M x 1M","0","3","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-001","N/A","BUNDLE","374.71","570"
"2BCR3-m-14-S1-NE","[Type 2] SS304 Tank Panel Ø14 3.0mm(thk) x 1M x 1M [BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","26.7","[Type 2] 1M x 1M","0","3","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-001","N/A","BUNDLE","374.71","570"
"2BCR3-m-14-S2","[Type 2] SS316 Tank Panel Ø14 3.0mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","26.7","[Type 2] 1M x 1M","0","3","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-SSPL-MT2TR-22-001","N/A","BUNDLE","732","463.5"
"2BCR3-m-18-S1","[Type 2] SS304 Tank Panel Ø18 3.0mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","26.7","[Type 2] 1M x 1M","0","3","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","374.71","570"
"2BCR3-m-18-S1-NE","[Type 2] SS304 Tank Panel Ø18 3.0mm(thk) x 1M x 1M [BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","26.7","[Type 2] 1M x 1M","0","3","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","374.71","570"
"2BCR3-m-18-S2","[Type 2] SS316 Tank Panel Ø18 3.0mm(thk) x 1M x 1M [BCR]","FABRICATION","PANEL","PANEL-STEEL","26.7","[Type 2] 1M x 1M","0","3","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","732","463.5"
"2BCR45-i-14-HDG","[Type 2] HDG Tank Panel Ø14 BC(R) - 4.5mm(thk) x 4' x 4'","FABRICATION","PANEL","GALVANIZING","58.25","[Type 2] 4ft x 4ft","0","4.5","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2TR-22-002","N/A","BUNDLE","309.935","284.944"
"2BCR45-i-14-HDG-NE","[Type 2] HDG Tank Panel Ø14 BC(R)(NE) - 4.5mm(thk) x 4' x 4'","FABRICATION","PANEL","GALVANIZING","58.25","[Type 2] 4ft x 4ft","0","4.5","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2TR-22-002","N/A","BUNDLE","309.935","284.944"
"2BCR45-i-14-MS","[Type 2] MS Tank Panel Ø14 BC(R) - 4.5mm(thk) x 4' x 4'","FABRICATION","PANEL","PANEL-STEEL","57","[Type 2] 4ft x 4ft","0","4.5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2TR-22-002","N/A","BUNDLE","234.31","209.319"
"2BCR45-i-14-MS-NE","[Type 2] MS Tank Panel Ø14 BC(R)(NE) - 4.5mm(thk) x 4' x 4'","FABRICATION","PANEL","PANEL-STEEL","57","[Type 2] 4ft x 4ft","0","4.5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2TR-22-002","N/A","BUNDLE","234.31","209.319"
"2BCR45-i-18-HDG","[Type 2] HDG Tank Panel Ø18 BC(R) - 4.5mm(thk) x 4' x 4'","FABRICATION","PANEL","GALVANIZING","58.25","[Type 2] 4ft x 4ft","0","4.5","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-001","N/A","BUNDLE","309.935","284.944"
"2BCR45-i-18-HDG-NE","[Type 2] HDG Tank Panel Ø18 BC(R)(NE) - 4.5mm(thk) x 4' x 4'","FABRICATION","PANEL","GALVANIZING","58.25","[Type 2] 4ft x 4ft","0","4.5","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-001","N/A","BUNDLE","309.935","284.944"
"2BCR45-i-18-MS","[Type 2] MS Tank Panel Ø18 BC(R) - 4.5mm(thk) x 4' x 4'","FABRICATION","PANEL","PANEL-STEEL","57","[Type 2] 4ft x 4ft","0","4.5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-001","N/A","BUNDLE","234.31","209.319"
"2BCR45-i-18-MS-NE","[Type 2] MS Tank Panel Ø18 BC(R)(NE) - 4.5mm(thk) x 4' x 4'","FABRICATION","PANEL","PANEL-STEEL","57","[Type 2] 4ft x 4ft","0","4.5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-001","N/A","BUNDLE","234.31","209.319"
"2BCR45-m-14-HDG","[Type 2] HDG Tank Panel Ø14 BC(R) - 4.5mm(thk) x 1M x 1M","FABRICATION","PANEL","GALVANIZING","40.68","[Type 2] 1M x 1M","0","4.5","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2TR-22-001","N/A","BUNDLE","193.625","225.092"
"2BCR45-m-14-HDG-NE","[Type 2] HDG Tank Panel Ø14 BC(R)(NE) - 4.5mm(thk) x 1M x 1M","FABRICATION","PANEL","GALVANIZING","40.68","[Type 2] 1M x 1M","0","4.5","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2TR-22-001","N/A","BUNDLE","193.625","225.092"
"2BCR45-m-14-MS","[Type 2] MS Tank Panel Ø14 BC(R) - 4.5mm(thk) x 1M x 1M","FABRICATION","PANEL","PANEL-STEEL","39.8","[Type 2] 1M x 1M","0","4.5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2TR-22-001","N/A","BUNDLE","141.75","173.217"
"2BCR45-m-14-MS-NE","[Type 2] MS Tank Panel Ø14 BCR(NE) - 4.5mm(thk) x 1M x 1M","FABRICATION","PANEL","PANEL-STEEL","39.8","[Type 2] 1M x 1M","0","4.5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2TR-22-001","N/A","BUNDLE","141.75","173.217"
"2BCR45-m-18-HDG","[Type 2] HDG Tank Panel Ø18 BC(R) - 4.5mm(thk) x 1M x 1M","FABRICATION","PANEL","GALVANIZING","40.68","[Type 2] 1M x 1M","0","4.5","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2ST-22-001","N/A","BUNDLE","193.625","225.092"
"2BCR45-m-18-HDG-NE","[Type 2] HDG Tank Panel Ø18 BC(R)(NE) - 4.5mm(thk) x 1M x 1M","FABRICATION","PANEL","GALVANIZING","40.68","[Type 2] 1M x 1M","0","4.5","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2ST-22-001","N/A","BUNDLE","193.625","225.092"
"2BCR45-m-18-MS","[Type 2] MS Tank Panel Ø18 BC(R) - 4.5mm(thk) x 1M x 1M","FABRICATION","PANEL","PANEL-STEEL","39.8","[Type 2] 1M x 1M","0","4.5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2ST-22-001","N/A","BUNDLE","141.75","173.217"
"2BCR45-m-18-MS-NE","[Type 2] MS Tank Panel Ø18 BCR(NE) - 4.5mm(thk) x 1M x 1M","FABRICATION","PANEL","PANEL-STEEL","39.8","[Type 2] 1M x 1M","0","4.5","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-MT2ST-22-001","N/A","BUNDLE","141.75","173.217"
"2BCR4-i-14-HDG","[Type 2] HDG Tank Panel Ø14 BC(R) - 4.0mm(thk) x 4' x 4'","FABRICATION","PANEL","GALVANIZING","53.55","[Type 2] 4ft x 4ft","0","4","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2TR-22-002","N/A","BUNDLE","272.672","257.929"
"2BCR4-i-14-HDG-NE","[Type 2] HDG Tank Panel Ø14 BC(R)(NE) - 4.0mm(thk) x 4' x 4'","FABRICATION","PANEL","GALVANIZING","53.55","[Type 2] 4ft x 4ft","0","4","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2TR-22-002","N/A","BUNDLE","272.672","257.929"
"2BCR4-i-14-MS","[Type 2] MS Tank Panel Ø14 BC(R) - 4.0mm(thk) x 4' x 4'","FABRICATION","PANEL","PANEL-STEEL","52.4","[Type 2] 4ft x 4ft","0","4","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2TR-22-002","N/A","BUNDLE","200.797","186.054"
"2BCR4-i-14-MS-NE","[Type 2] MS Tank Panel Ø14 BC(R)(NE) - 4.0mm(thk) x 4' x 4'","FABRICATION","PANEL","PANEL-STEEL","52.4","[Type 2] 4ft x 4ft","0","4","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2TR-22-002","N/A","BUNDLE","200.797","186.054"
"2BCR4-i-14-S1","[Type 2] SS304 Tank Panel Ø14 4.0mm(thk) x 4' x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","52.4","[Type 2] 4ft x 4ft","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","1037.89","1037.89"
"2BCR4-i-14-S1-NE","[Type 2] SS304 Tank Panel Ø14 4.0mm(thk) x 4' x 4'[BCR] - NE","FABRICATION","PANEL","PANEL-STEEL","52.4","[Type 2] 4ft x 4ft","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","1037.89","1037.89"
"2BCR4-i-14-S2","[Type 2] SS316 Tank Panel Ø14 4.0mm(thk) x 4'x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","66.303","[Type 2] 4ft x 4ft","0","4","wall-base","SS316","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","1025.65","1025.65"
"2BCR4-i-18-HDG","[Type 2] HDG Tank Panel Ø18 BC(R) - 4.0mm(thk) x 4' x 4'","FABRICATION","PANEL","GALVANIZING","53.55","[Type 2] 4ft x 4ft","0","4","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-001","N/A","BUNDLE","272.672","257.929"
"2BCR4-i-18-HDG-NE","[Type 2] HDG Tank Panel Ø18 BC(R)(NE) - 4.0mm(thk) x 4' x 4'","FABRICATION","PANEL","GALVANIZING","53.55","[Type 2] 4ft x 4ft","0","4","wall-base","HDG","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-001","N/A","BUNDLE","272.672","257.929"
"2BCR4-i-18-MS","[Type 2] MS Tank Panel Ø18 BC(R) - 4.0mm(thk) x 4' x 4'","FABRICATION","PANEL","PANEL-STEEL","52.4","[Type 2] 4ft x 4ft","0","4","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-001","N/A","BUNDLE","200.797","186.054"
"2BCR4-i-18-MS-NE","[Type 2] MS Tank Panel Ø18 BC(R)(NE) - 4.0mm(thk) x 4' x 4'","FABRICATION","PANEL","PANEL-STEEL","52.4","[Type 2] 4ft x 4ft","0","4","wall-base","MS","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","SE-PL-IMP-MST2-22-001","N/A","BUNDLE","200.797","186.054"
"2BCR4-i-18-S1","[Type 2] SS304 Tank Panel Ø18 4.0mm(thk) x 4' x 4'[BCR]","FABRICATION","PANEL","PANEL-STEEL","52.4","[Type 2] 4ft x 4ft","0","4","wall-base","SS304","PCS","1","PCS","0","0","0","0","0","0","0","0","N/A","N/A","N/A","BUNDLE","1037.89","1037.89"
